4; car; 3; [14, 0, 72, 112]; 0.9968750476837158
2; car; 3; [268, 639, 425, 871]; 0.9964663982391357
8; car; 3; [84, 446, 153, 609]; 0.992151141166687
6; person; 1; [22, 513, 70, 530]; 0.9844709634780884
5; person; 1; [22, 542, 70, 561]; 0.9838557839393616
9; person; 1; [32, 479, 78, 494]; 0.9621777534484863
7; car; 3; [420, 2, 535, 394]; 0.9570336937904358
27; car; 3; [0, 808, 19, 843]; 0.9527757167816162
35; car; 3; [1, 845, 20, 885]; 0.9436135292053223
31; person; 1; [11, 792, 47, 808]; 0.9411028623580933
23; car; 3; [0, 697, 25, 741]; 0.9371986389160156
11; person; 1; [32, 489, 76, 507]; 0.9297713041305542
28; person; 1; [34, 665, 58, 688]; 0.8998699188232422
