2; car; 3; [262, 679, 408, 900]; 0.9978553652763367
4; car; 3; [14, 0, 74, 113]; 0.9963129162788391
5; person; 1; [23, 543, 70, 563]; 0.9854199290275574
6; person; 1; [22, 515, 71, 531]; 0.9823517203330994
41; person; 1; [12, 579, 69, 599]; 0.9695650339126587
31; person; 1; [10, 790, 46, 807]; 0.9648400545120239
27; car; 3; [0, 808, 20, 842]; 0.9599234461784363
33; person; 1; [12, 771, 46, 790]; 0.9568854570388794
9; person; 1; [31, 481, 79, 497]; 0.9016572833061218
11; person; 1; [29, 490, 77, 506]; 0.8854838013648987
44; car; 3; [2, 378, 44, 468]; 0.8722912669181824
35; car; 3; [1, 848, 20, 884]; 0.8716610670089722
23; car; 3; [1, 698, 27, 743]; 0.8708472847938538
