1; car; 3; [93, 612, 157, 762]; 0.9969768524169922
2; car; 3; [291, 518, 472, 799]; 0.9965386390686035
3; car; 3; [184, 907, 259, 960]; 0.9951991438865662
4; car; 3; [6, 0, 66, 113]; 0.9881173968315125
5; person; 1; [14, 544, 65, 562]; 0.9837356209754944
8; car; 3; [45, 805, 91, 898]; 0.9835556149482727
6; person; 1; [13, 514, 63, 529]; 0.9808643460273743
9; person; 1; [21, 477, 73, 492]; 0.9688321352005005
7; car; 3; [442, 7, 535, 290]; 0.954652726650238
10; person; 1; [5, 570, 58, 594]; 0.9429714679718018
11; person; 1; [24, 488, 69, 504]; 0.9428133368492126
12; car; 3; [4, 45, 61, 228]; 0.9391077160835266
14; person; 1; [9, 789, 42, 807]; 0.8715365529060364
13; car; 3; [1, 392, 31, 459]; 0.8311928510665894
15; car; 3; [1, 868, 12, 908]; 0.8204594254493713
