79; bus; 6; [9, 341, 144, 751]; 0.999213695526123
4; car; 3; [37, 0, 99, 133]; 0.9943079352378845
183; car; 3; [149, 407, 249, 608]; 0.9905351996421814
143; person; 1; [70, 414, 97, 435]; 0.9673523902893066
188; car; 3; [57, 895, 95, 960]; 0.9670840501785278
156; car; 3; [83, 569, 168, 720]; 0.9070501327514648
178; car; 3; [3, 880, 30, 925]; 0.8716466426849365
175; car; 3; [12, 851, 33, 894]; 0.8629224300384521
172; person; 1; [30, 787, 58, 809]; 0.8078488707542419
184; person; 1; [66, 384, 92, 405]; 0.786208987236023
