1; car; 3; [98, 573, 162, 732]; 0.9970617890357971
2; car; 3; [289, 522, 470, 804]; 0.9969123601913452
3; car; 3; [186, 911, 258, 960]; 0.9942517280578613
8; car; 3; [43, 790, 93, 887]; 0.9913596510887146
4; car; 3; [5, 0, 65, 107]; 0.991058349609375
6; person; 1; [13, 514, 63, 530]; 0.9867193102836609
5; person; 1; [15, 545, 65, 563]; 0.9862096905708313
9; person; 1; [20, 478, 73, 493]; 0.9545661211013794
11; person; 1; [24, 491, 67, 506]; 0.9092711210250854
13; car; 3; [1, 391, 32, 462]; 0.9091412425041199
10; person; 1; [4, 571, 58, 594]; 0.9090684056282043
12; car; 3; [3, 76, 59, 239]; 0.8920199275016785
14; person; 1; [9, 789, 41, 807]; 0.861629068851471
15; car; 3; [0, 868, 12, 911]; 0.7406290769577026
