79; bus; 6; [0, 732, 88, 955]; 0.997570812702179
4; car; 3; [25, 0, 86, 115]; 0.9937815070152283
86; car; 3; [7, 381, 53, 465]; 0.9867074489593506
6; person; 1; [29, 514, 80, 531]; 0.984534502029419
7; car; 3; [209, 797, 331, 960]; 0.976536750793457
98; car; 3; [70, 608, 162, 771]; 0.9649456143379211
41; person; 1; [23, 602, 68, 619]; 0.9601559638977051
11; person; 1; [38, 494, 84, 510]; 0.9424232244491577
78; person; 1; [37, 480, 87, 497]; 0.9410850405693054
5; person; 1; [31, 541, 77, 557]; 0.9206509590148926
70; person; 1; [13, 665, 63, 686]; 0.8688555359840393
