2; car; 3; [211, 864, 310, 960]; 0.9962574243545532
4; car; 3; [20, 0, 79, 117]; 0.9958257675170898
41; person; 1; [23, 595, 72, 614]; 0.992671012878418
6; person; 1; [25, 516, 74, 532]; 0.987832248210907
78; person; 1; [31, 480, 82, 497]; 0.9677481055259705
5; person; 1; [24, 542, 72, 559]; 0.9610549211502075
11; person; 1; [34, 492, 80, 508]; 0.9517177939414978
27; car; 3; [0, 801, 26, 842]; 0.9506783485412598
80; car; 3; [1, 851, 22, 896]; 0.918131947517395
79; bus; 6; [2, 886, 67, 960]; 0.9149580597877502
70; person; 1; [7, 667, 63, 690]; 0.8988848328590393
57; car; 3; [1, 699, 29, 749]; 0.8949875235557556
