2; car; 3; [237, 763, 362, 957]; 0.9954127669334412
4; car; 3; [19, 0, 78, 119]; 0.9941549897193909
6; person; 1; [23, 516, 74, 533]; 0.9897941946983337
5; person; 1; [22, 544, 72, 566]; 0.9894179701805115
31; person; 1; [13, 788, 49, 806]; 0.9848174452781677
11; person; 1; [31, 490, 81, 509]; 0.9723124504089355
38; car; 3; [112, 638, 170, 778]; 0.9631311297416687
33; person; 1; [18, 768, 48, 786]; 0.9631244540214539
32; car; 3; [64, 647, 131, 766]; 0.9414186477661133
44; car; 3; [2, 386, 44, 467]; 0.9072922468185425
57; car; 3; [1, 699, 29, 746]; 0.8974356055259705
47; car; 3; [1, 869, 21, 912]; 0.7872717380523682
27; car; 3; [2, 806, 23, 845]; 0.7524186968803406
