2; car; 3; [237, 767, 361, 958]; 0.9963480830192566
4; car; 3; [18, 0, 77, 119]; 0.994373083114624
31; person; 1; [13, 789, 49, 805]; 0.9904188513755798
6; person; 1; [23, 516, 74, 532]; 0.9880746006965637
5; person; 1; [23, 544, 71, 566]; 0.9863247275352478
32; car; 3; [69, 634, 135, 755]; 0.9842360019683838
44; car; 3; [3, 382, 46, 467]; 0.9629271030426025
11; person; 1; [31, 491, 80, 511]; 0.957345724105835
33; person; 1; [17, 768, 48, 786]; 0.9531901478767395
47; car; 3; [0, 863, 21, 912]; 0.8456211090087891
57; car; 3; [2, 699, 28, 745]; 0.8094506859779358
27; car; 3; [1, 805, 22, 848]; 0.7505804300308228
