2; car; 3; [283, 565, 453, 831]; 0.9966117739677429
4; car; 3; [6, 0, 66, 113]; 0.9962489008903503
8; car; 3; [56, 676, 110, 793]; 0.9930785298347473
5; person; 1; [20, 545, 66, 564]; 0.9890850186347961
7; car; 3; [431, 0, 536, 349]; 0.9884556531906128
6; person; 1; [17, 513, 66, 530]; 0.9880322217941284
9; person; 1; [25, 480, 74, 496]; 0.9573968648910522
10; person; 1; [8, 573, 60, 594]; 0.94197016954422
19; car; 3; [1, 874, 16, 913]; 0.8920910954475403
11; person; 1; [25, 491, 71, 506]; 0.8611944913864136
16; car; 3; [1, 749, 17, 792]; 0.800770103931427
23; car; 3; [0, 697, 19, 740]; 0.7630344033241272
