2; car; 3; [287, 530, 468, 807]; 0.9963595271110535
1; car; 3; [106, 534, 177, 696]; 0.995424211025238
3; car; 3; [186, 915, 253, 960]; 0.9942448735237122
5; person; 1; [14, 545, 65, 564]; 0.992098331451416
8; car; 3; [47, 775, 96, 875]; 0.9906676411628723
7; car; 3; [438, 1, 535, 304]; 0.9855480790138245
6; person; 1; [13, 514, 63, 531]; 0.9803328514099121
9; person; 1; [17, 478, 73, 495]; 0.9700657725334167
13; car; 3; [0, 387, 32, 461]; 0.9254581332206726
11; person; 1; [24, 492, 66, 507]; 0.902822732925415
14; person; 1; [9, 789, 42, 805]; 0.8873470425605774
10; person; 1; [6, 573, 57, 594]; 0.8642523884773254
16; car; 3; [0, 744, 15, 795]; 0.8071451783180237
