1; car; 3; [115, 433, 202, 617]; 0.9979203343391418
2; car; 3; [289, 545, 460, 816]; 0.9976811408996582
3; car; 3; [188, 926, 244, 960]; 0.9964798092842102
8; car; 3; [48, 744, 99, 850]; 0.9945894479751587
5; person; 1; [16, 545, 65, 564]; 0.9917505383491516
6; person; 1; [14, 514, 64, 531]; 0.9855664968490601
7; car; 3; [439, 3, 534, 316]; 0.9840471148490906
9; person; 1; [18, 479, 72, 497]; 0.9498040080070496
11; person; 1; [23, 491, 67, 507]; 0.944686770439148
13; car; 3; [0, 385, 34, 463]; 0.9384121894836426
10; person; 1; [8, 574, 58, 593]; 0.8973135948181152
18; person; 1; [4, 797, 40, 812]; 0.7961634397506714
19; car; 3; [1, 869, 13, 911]; 0.7952114939689636
14; person; 1; [7, 789, 40, 804]; 0.7442793846130371
