2; car; 3; [262, 659, 413, 891]; 0.9970826506614685
4; car; 3; [14, 0, 72, 113]; 0.9962762594223022
6; person; 1; [23, 515, 72, 530]; 0.9885820746421814
5; person; 1; [22, 544, 70, 562]; 0.9842599034309387
31; person; 1; [10, 791, 47, 808]; 0.9659730792045593
27; car; 3; [0, 808, 19, 842]; 0.9575650691986084
33; person; 1; [14, 770, 47, 789]; 0.9524605870246887
9; person; 1; [32, 480, 78, 496]; 0.950249433517456
41; person; 1; [15, 578, 68, 597]; 0.9278280735015869
23; car; 3; [0, 698, 26, 743]; 0.9166224598884583
35; car; 3; [1, 847, 20, 888]; 0.9141235947608948
11; person; 1; [31, 490, 76, 506]; 0.9098950028419495
