32; car; 3; [98, 322, 187, 492]; 0.9948828220367432
4; car; 3; [19, 0, 78, 114]; 0.9948550462722778
41; person; 1; [23, 595, 71, 615]; 0.9908443093299866
6; person; 1; [24, 517, 74, 532]; 0.9905551075935364
5; person; 1; [25, 543, 72, 560]; 0.9393104910850525
47; car; 3; [0, 871, 22, 912]; 0.9325366020202637
70; person; 1; [9, 668, 61, 691]; 0.930371880531311
11; person; 1; [32, 494, 79, 509]; 0.9250002503395081
78; person; 1; [31, 480, 79, 496]; 0.9245677590370178
27; car; 3; [0, 800, 26, 842]; 0.9088395237922668
33; person; 1; [16, 770, 48, 787]; 0.8628513216972351
31; person; 1; [15, 782, 48, 798]; 0.8217437267303467
57; car; 3; [2, 699, 29, 746]; 0.7793912291526794
