2; car; 3; [270, 634, 427, 870]; 0.9971510767936707
4; car; 3; [14, 0, 72, 112]; 0.9971300959587097
8; car; 3; [80, 465, 150, 625]; 0.9966362714767456
6; person; 1; [21, 512, 71, 529]; 0.9842305779457092
5; person; 1; [23, 542, 69, 561]; 0.9830912947654724
9; person; 1; [32, 480, 78, 496]; 0.9629799723625183
27; car; 3; [0, 807, 19, 842]; 0.9550907611846924
35; car; 3; [1, 845, 19, 884]; 0.9401401281356812
7; car; 3; [424, 0, 540, 383]; 0.933070719242096
23; car; 3; [0, 697, 24, 742]; 0.9284553527832031
11; person; 1; [32, 490, 75, 507]; 0.9014843702316284
28; person; 1; [34, 666, 58, 687]; 0.8815997838973999
31; person; 1; [10, 793, 46, 808]; 0.8450106382369995
