2; car; 3; [279, 588, 443, 847]; 0.997514009475708
8; car; 3; [66, 612, 124, 740]; 0.9960073828697205
4; car; 3; [11, 0, 70, 112]; 0.9958776235580444
6; person; 1; [22, 512, 68, 530]; 0.9892761707305908
5; person; 1; [21, 543, 69, 563]; 0.984401524066925
11; person; 1; [30, 486, 75, 507]; 0.9648518562316895
9; person; 1; [31, 480, 75, 493]; 0.942136824131012
23; car; 3; [0, 696, 23, 741]; 0.9328498840332031
10; person; 1; [11, 573, 62, 594]; 0.921231746673584
21; car; 3; [0, 833, 18, 908]; 0.8355953693389893
16; car; 3; [1, 747, 20, 788]; 0.7823004126548767
28; person; 1; [33, 666, 54, 686]; 0.7569928765296936
27; car; 3; [1, 806, 16, 840]; 0.7090036273002625
