2; car; 3; [284, 558, 455, 823]; 0.9960979223251343
4; car; 3; [5, 0, 66, 114]; 0.9943760633468628
8; car; 3; [51, 702, 106, 816]; 0.9920850396156311
5; person; 1; [18, 545, 65, 564]; 0.9917508959770203
6; person; 1; [15, 514, 65, 531]; 0.9801750779151917
10; person; 1; [11, 575, 59, 594]; 0.9697849750518799
7; car; 3; [437, 1, 536, 338]; 0.9696570634841919
9; person; 1; [22, 479, 73, 494]; 0.9424664974212646
19; car; 3; [1, 871, 14, 916]; 0.9081262350082397
11; person; 1; [24, 490, 69, 507]; 0.890230655670166
13; car; 3; [1, 387, 34, 462]; 0.7916304469108582
18; person; 1; [3, 785, 42, 805]; 0.7884519100189209
