4; car; 3; [18, 0, 77, 119]; 0.9947898387908936
41; person; 1; [25, 593, 68, 614]; 0.9887489080429077
6; person; 1; [24, 517, 73, 532]; 0.9864219427108765
32; car; 3; [79, 509, 147, 644]; 0.9758761525154114
31; person; 1; [16, 786, 49, 801]; 0.9646307826042175
5; person; 1; [23, 543, 71, 564]; 0.9612155556678772
11; person; 1; [34, 494, 79, 509]; 0.9314044713973999
33; person; 1; [20, 769, 49, 785]; 0.9178870916366577
47; car; 3; [0, 868, 23, 915]; 0.8956753611564636
64; person; 1; [34, 481, 80, 503]; 0.8570855259895325
57; car; 3; [3, 701, 29, 748]; 0.7020248770713806
