79; bus; 6; [0, 829, 77, 957]; 0.9983568787574768
7; car; 3; [253, 622, 413, 862]; 0.9937521815299988
4; car; 3; [23, 0, 82, 117]; 0.9933203458786011
41; person; 1; [21, 601, 68, 622]; 0.9924284815788269
6; person; 1; [27, 517, 76, 532]; 0.9837501645088196
5; person; 1; [28, 542, 74, 557]; 0.9457300901412964
78; person; 1; [34, 481, 84, 497]; 0.9449860453605652
11; person; 1; [34, 495, 82, 510]; 0.9411341547966003
97; car; 3; [213, 945, 252, 960]; 0.9367122054100037
70; person; 1; [11, 668, 61, 689]; 0.9031648635864258
93; person; 1; [13, 779, 49, 799]; 0.8942999839782715
57; car; 3; [4, 701, 30, 742]; 0.7403891086578369
