79; bus; 6; [0, 735, 87, 957]; 0.9962359070777893
4; car; 3; [24, 0, 85, 117]; 0.9936087131500244
108; car; 3; [454, 1, 534, 380]; 0.9933820962905884
6; person; 1; [30, 514, 80, 531]; 0.9885822534561157
86; car; 3; [6, 385, 54, 466]; 0.9837580323219299
98; car; 3; [70, 638, 156, 795]; 0.9773343205451965
41; person; 1; [25, 601, 68, 619]; 0.9556941390037537
5; person; 1; [31, 540, 77, 556]; 0.9368625283241272
11; person; 1; [36, 493, 83, 510]; 0.8823280930519104
78; person; 1; [38, 480, 86, 497]; 0.8251515626907349
70; person; 1; [13, 666, 64, 686]; 0.7974541783332825
106; car; 3; [2, 695, 35, 755]; 0.7334939241409302
